street,coordinates
Перевалочная улица,"[(55.9090138, 54.7250352), (55.9088964, 54.7252529), (55.9084544, 54.7259157), (55.9082471, 54.7261453), (55.9081781, 54.726296)]"
"['Воронежская улица', 'улица Нехаева']","[(55.9090138, 54.7250352), (55.9095901, 54.7250764), (55.9096417, 54.7251027), (55.9096835, 54.725124), (55.9101176, 54.7259337)]"
"['Гаражная улица', 'Слободская улица']","[(55.9226275, 54.7298493), (55.9226836, 54.7297425), (55.9226775, 54.7296408), (55.9224887, 54.7295332), (55.922435, 54.7293973), (55.9224724, 54.7292641), (55.922759, 54.7291096)]"
Средняя Перевалочная улица,"[(55.8994159, 54.7263592), (55.8993323, 54.7269926), (55.899351, 54.7275918), (55.8994872, 54.7279024), (55.8995973, 54.7282165), (55.8996981, 54.7284406), (55.8998204, 54.7286183), (55.9000194, 54.7288969)]"
,"[(55.9058724, 54.7223617), (55.9056636, 54.7222452), (55.9051292, 54.7222836), (55.9047196, 54.7222384), (55.9024274, 54.7232869), (55.9021098, 54.723431)]"
Воронежская улица,"[(55.9076524, 54.7247848), (55.9090138, 54.7250352)]"
Воронежская улица,"[(55.9076524, 54.7247848), (55.9060683, 54.7245111)]"
,"[(55.9076524, 54.7247848), (55.9076402, 54.7248872), (55.9077095, 54.7255727), (55.9076218, 54.7258711)]"
Окраинная улица,"[(55.9177226, 54.7287519), (55.9176736, 54.728588)]"
Окраинная улица,"[(55.9177226, 54.7287519), (55.9181669, 54.7292617)]"
Паровозная улица,"[(55.9177226, 54.7287519), (55.9175692, 54.7288361), (55.9171623, 54.7289467), (55.9167225, 54.7290489)]"
Обрывная улица,"[(55.9411768, 54.7416086), (55.9411693, 54.7412895), (55.9410797, 54.7409898), (55.9409004, 54.7406751), (55.940822, 54.7404788), (55.94068, 54.7402072), (55.9407211, 54.7400412), (55.9404332, 54.7397037)]"
Лагерная улица,"[(55.9466002, 54.7444654), (55.9465257, 54.7443376), (55.9463285, 54.7441145), (55.9461313, 54.7440145), (55.9460149, 54.7439851), (55.945538, 54.7433723)]"
"['Обрывная улица', 'Малая Обрывная улица']","[(55.9390522, 54.74227), (55.9392136, 54.7420692), (55.9393499, 54.7419603), (55.9395049, 54.7418801), (55.9398539, 54.7417732), (55.9401048, 54.7416972), (55.9403183, 54.7416031), (55.940515, 54.7414697), (55.9406681, 54.7413022), (55.9406966, 54.7411805), (55.940638, 54.7408772), (55.9405711, 54.7406578), (55.9404091, 54.7402387), (55.9404332, 54.7397037)]"
улица Достоевского,"[(55.9321966, 54.7364646), (55.9330002, 54.7363232), (55.9331724, 54.7362999)]"
Народная улица,"[(55.9266452, 54.7389112), (55.9267277, 54.7388241), (55.9266827, 54.7387318), (55.9266777, 54.7386313), (55.9268937, 54.7383779), (55.9270244, 54.7381407), (55.9270758, 54.7379494), (55.9270711, 54.7377661), (55.9270982, 54.7377102), (55.927062, 54.7376653), (55.9267928, 54.7374483), (55.9270717, 54.7371018), (55.9274255, 54.7366348)]"
,"[(55.9266452, 54.7389112), (55.9269668, 54.7390927), (55.9274, 54.7393719), (55.9278074, 54.7396318), (55.9283375, 54.7399858), (55.9287805, 54.7402778), (55.9292637, 54.7406421), (55.9299344, 54.7411546), (55.930205, 54.7412865), (55.930437, 54.7413628), (55.930571, 54.7413815), (55.9308403, 54.7414125)]"
,"[(55.9266452, 54.7389112), (55.9261923, 54.7386598), (55.9257044, 54.7383876), (55.9253792, 54.7381857), (55.9252259, 54.7380507)]"
"['Обрывная улица', 'Малая Обрывная улица']","[(55.9404332, 54.7397037), (55.9404091, 54.7402387), (55.9405711, 54.7406578), (55.940638, 54.7408772), (55.9406966, 54.7411805), (55.9406681, 54.7413022), (55.940515, 54.7414697), (55.9403183, 54.7416031), (55.9401048, 54.7416972), (55.9398539, 54.7417732), (55.9395049, 54.7418801), (55.9393499, 54.7419603), (55.9392136, 54.7420692), (55.9390522, 54.74227)]"
Обрывная улица,"[(55.9404332, 54.7397037), (55.9403735, 54.7394464), (55.9403173, 54.739227), (55.9403292, 54.7390861), (55.9403565, 54.738912), (55.9401507, 54.7385857)]"
Обрывная улица,"[(55.9404332, 54.7397037), (55.9407211, 54.7400412), (55.94068, 54.7402072), (55.940822, 54.7404788), (55.9409004, 54.7406751), (55.9410797, 54.7409898), (55.9411693, 54.7412895), (55.9411768, 54.7416086)]"
улица Дзержинского,"[(55.9366234, 54.7418513), (55.9367963, 54.7419594)]"
Песчаная улица,"[(55.9366234, 54.7418513), (55.9362624, 54.7419458), (55.9360924, 54.7420524), (55.9353631, 54.7427202), (55.9351503, 54.7429351)]"
улица Дзержинского,"[(55.9366234, 54.7418513), (55.9364519, 54.7417634), (55.9363484, 54.741729), (55.9359359, 54.7416377), (55.9353247, 54.7415672), (55.9339809, 54.7414224), (55.9336062, 54.7413564)]"
Заозёрная улица,"[(55.9085351, 54.7291263), (55.9088293, 54.7297251)]"
Заозёрная улица,"[(55.9085351, 54.7291263), (55.9083837, 54.7288479), (55.9080253, 54.7284382), (55.9076201, 54.7280399)]"
Белорецкая улица,"[(55.9085351, 54.7291263), (55.9080753, 54.7291793), (55.9079683, 54.7292021), (55.9074907, 54.7294638), (55.9075831, 54.72968), (55.9076052, 54.729779), (55.907593, 54.7298471)]"
Заозёрная улица,"[(55.9098622, 54.7338637), (55.9099498, 54.7346533), (55.9098142, 54.735229), (55.90961, 54.7357551), (55.9091874, 54.7367407), (55.9092119, 54.7372061), (55.9092146, 54.7374531), (55.9091446, 54.7376502), (55.9088431, 54.7384941), (55.90963, 54.74021), (55.9102645, 54.7408758)]"
Заозёрная улица,"[(55.9098622, 54.7338637), (55.9098302, 54.7336975), (55.909784, 54.7334951), (55.9094803, 54.7322373), (55.9094577, 54.7316209)]"
,"[(55.9098622, 54.7338637), (55.9090124, 54.7338948), (55.9086383, 54.7339774), (55.9081095, 54.7341199)]"
Белорецкая улица,"[(55.9083151, 54.7309682), (55.9081497, 54.7308069), (55.9079938, 54.7306089)]"
,"[(55.9029822, 54.7441771), (55.9043721, 54.7438344), (55.9048515, 54.7436452)]"
Смоленская улица,"[(55.9029822, 54.7441771), (55.9030425, 54.7442676), (55.9032374, 54.7443708), (55.9036355, 54.7445815), (55.9037498, 54.7448708)]"
,"[(55.9029822, 54.7441771), (55.9029944, 54.7440724), (55.902468, 54.7440974)]"
,"[(55.9211576, 54.7391746), (55.9218479, 54.7399226)]"
Выгонная улица,"[(55.9211576, 54.7391746), (55.9213519, 54.7390038), (55.9214895, 54.7388794), (55.9215678, 54.7387609), (55.9215922, 54.7386715), (55.9215878, 54.7385845), (55.9215583, 54.7384941)]"
Выгонная улица,"[(55.9211576, 54.7391746), (55.9208156, 54.7393285), (55.9202785, 54.7395242), (55.9196097, 54.7397819), (55.9186809, 54.7401294)]"
Смоленская улица,"[(55.9085564, 54.7459368), (55.906442, 54.7453801)]"
"['Ленинградская улица', 'Смоленская улица']","[(55.9085564, 54.7459368), (55.9096255, 54.7462339), (55.9098664, 54.7463429), (55.9099666, 54.7464312), (55.9094167, 54.746764), (55.9091867, 54.7469407)]"
Уршакская улица,"[(55.9085564, 54.7459368), (55.9085738, 54.7457277), (55.9085206, 54.7455529), (55.9082921, 54.7451449), (55.9078298, 54.7439424), (55.9075003, 54.7432154), (55.907127, 54.7426892), (55.9066298, 54.7420145)]"
Калужская улица,"[(55.9068046, 54.7350556), (55.9066453, 54.734874), (55.9062181, 54.7343606)]"
Заозёрная улица,"[(55.9089068, 54.729882), (55.9088293, 54.7297251)]"
,"[(55.9089068, 54.729882), (55.9076659, 54.7300212)]"
Заозёрная улица,"[(55.9089068, 54.729882), (55.908922, 54.7299138), (55.9094641, 54.7312524), (55.9094577, 54.7316209)]"
Кирзаводская улица,"[(55.9037355, 54.73679), (55.9043592, 54.737075), (55.9063054, 54.7378031)]"
Малая Фанерная улица,"[(55.9049503, 54.7433588), (55.9049356, 54.7431842), (55.9045696, 54.742655)]"
Малая Фанерная улица,"[(55.9049503, 54.7433588), (55.9049636, 54.7435158), (55.9048515, 54.7436452)]"
Байкаринская улица,"[(55.9049503, 54.7433588), (55.9058082, 54.7431883), (55.9067034, 54.7448311), (55.906748, 54.7450291), (55.906442, 54.7453801)]"
Уршакская улица,"[(55.9040885, 54.7398005), (55.9047487, 54.7404119), (55.9057157, 54.7412615)]"
Астраханская улица,"[(55.9040885, 54.7398005), (55.904595, 54.7394272), (55.9049324, 54.7391785)]"
Астраханская улица,"[(55.9040885, 54.7398005), (55.9035343, 54.740086), (55.9030383, 54.7403018)]"
улица Баумана,"[(55.9252457, 54.7384554), (55.9246722, 54.73887), (55.9239484, 54.7392943), (55.9230794, 54.7395324)]"
,"[(55.9252457, 54.7384554), (55.9259208, 54.7388542), (55.9258672, 54.7389936), (55.9264926, 54.7393742), (55.9270341, 54.7395701), (55.927429, 54.7397874), (55.9281781, 54.7402622), (55.9283609, 54.7403998), (55.9284091, 54.7404765), (55.9284076, 54.7405535), (55.9283581, 54.7407171), (55.9292586, 54.7415382)]"
Выгонная улица,"[(55.9252457, 54.7384554), (55.9251176, 54.7383899), (55.9232708, 54.7374451), (55.9230398, 54.7373153), (55.9225857, 54.7375198), (55.9222363, 54.737954), (55.9218482, 54.7383927), (55.9216314, 54.7384686), (55.9215583, 54.7384941)]"
улица Марата,"[(55.9120799, 54.7315422), (55.91274, 54.7322967)]"
,"[(55.9079938, 54.7306089), (55.9073851, 54.7308394)]"
Белорецкая улица,"[(55.9079938, 54.7306089), (55.9076659, 54.7300212)]"
Белорецкая улица,"[(55.9079938, 54.7306089), (55.9081497, 54.7308069), (55.9083151, 54.7309682)]"
Смоленская улица,"[(55.906442, 54.7453801), (55.9085564, 54.7459368)]"
Смоленская улица,"[(55.906442, 54.7453801), (55.9055765, 54.7451523)]"
Байкаринская улица,"[(55.906442, 54.7453801), (55.906748, 54.7450291), (55.9067034, 54.7448311), (55.9058082, 54.7431883), (55.9049503, 54.7433588)]"
2-я Перевалочная улица,"[(55.8986713, 54.7277977), (55.8987842, 54.7290899)]"
,"[(55.905558, 54.7349811), (55.9062181, 54.7343606)]"
Линейная улица,"[(55.905558, 54.7349811), (55.9054453, 54.7347964), (55.9051906, 54.7346408), (55.9049212, 54.7345079), (55.9046714, 54.7342138), (55.9040738, 54.733434)]"
Линейная улица,"[(55.905558, 54.7349811), (55.9055972, 54.7350453), (55.9059224, 54.735656)]"
Лесозаводская улица,"[(55.9028483, 54.7429274), (55.9032382, 54.7428785)]"
Фанерная улица,"[(55.9028483, 54.7429274), (55.9025202, 54.7419671)]"
Лесозаводская улица,"[(55.9028483, 54.7429274), (55.901269, 54.7430914), (55.9010153, 54.74312), (55.9006766, 54.7431582), (55.8996527, 54.7432669), (55.8991454, 54.7433207), (55.8989958, 54.7433366)]"
,"[(55.9076659, 54.7300212), (55.9089068, 54.729882)]"
Белорецкая улица,"[(55.9076659, 54.7300212), (55.9079938, 54.7306089)]"
Белорецкая улица,"[(55.9076659, 54.7300212), (55.907593, 54.7298471)]"
Белорецкая улица,"[(55.907593, 54.7298471), (55.9076659, 54.7300212)]"
Белорецкая улица,"[(55.907593, 54.7298471), (55.9076052, 54.729779), (55.9075831, 54.72968), (55.9074907, 54.7294638), (55.9079683, 54.7292021), (55.9080753, 54.7291793), (55.9085351, 54.7291263)]"
,"[(55.907593, 54.7298471), (55.9068615, 54.7298009), (55.9064417, 54.7297621), (55.9061271, 54.7296524), (55.9059113, 54.729534)]"
Зилимская улица,"[(55.9056576, 54.7233821), (55.9055186, 54.7244117)]"
Малая Лесозаводская улица,"[(55.9025202, 54.7419671), (55.9040036, 54.7417679)]"
Фанерная улица,"[(55.9025202, 54.7419671), (55.9028483, 54.7429274)]"
Малая Лесозаводская улица,"[(55.9025202, 54.7419671), (55.9025137, 54.7419655), (55.9014415, 54.7421034), (55.9010773, 54.7421339), (55.9009488, 54.7421446)]"
Фанерная улица,"[(55.9025202, 54.7419671), (55.9024402, 54.7417474), (55.9019468, 54.7406062)]"
Заозёрная улица,"[(55.9088293, 54.7297251), (55.9089068, 54.729882)]"
Заозёрная улица,"[(55.9088293, 54.7297251), (55.9085351, 54.7291263)]"
Морозовская улица,"[(55.9088293, 54.7297251), (55.9093332, 54.7296033), (55.9097969, 54.7295457), (55.9101575, 54.7295041), (55.9102976, 54.7298891), (55.9102944, 54.730129), (55.9102572, 54.7310968), (55.9102064, 54.7312555), (55.9100746, 54.7313829), (55.9099465, 54.7314949), (55.909714, 54.7315463), (55.9094577, 54.7316209)]"
,"[(55.9218479, 54.7399226), (55.9211576, 54.7391746)]"
улица Баумана,"[(55.9218479, 54.7399226), (55.9221316, 54.7398258), (55.9230794, 54.7395324)]"
улица Баумана,"[(55.9218479, 54.7399226), (55.9217246, 54.7399706), (55.9209833, 54.7401727), (55.919405, 54.7407605)]"
Перевалочная улица,"[(55.9059113, 54.729534), (55.905185, 54.7301318)]"
Витебская улица,"[(55.9059113, 54.729534), (55.9054172, 54.7293174), (55.905274, 54.729252), (55.9051104, 54.7291575), (55.9049253, 54.7290831), (55.9046469, 54.7292411), (55.9042663, 54.7295077), (55.9042632, 54.7295526), (55.9048603, 54.729995), (55.905185, 54.7301318)]"
Перевалочная улица,"[(55.9059113, 54.729534), (55.9064933, 54.7290034), (55.9076201, 54.7280399)]"
,"[(55.9059113, 54.729534), (55.9061271, 54.7296524), (55.9064417, 54.7297621), (55.9068615, 54.7298009), (55.907593, 54.7298471)]"
,"[(55.9327785, 54.7435725), (55.9327016, 54.7437562), (55.9324617, 54.7438817), (55.9314314, 54.7440399), (55.9311016, 54.7441494), (55.93028, 54.7445838), (55.9302266, 54.7446107), (55.9301621, 54.7446656), (55.9299294, 54.7449155), (55.9299006, 54.7449818), (55.9298847, 54.7450767), (55.9299335, 54.7453074), (55.9315619, 54.7461201), (55.9316862, 54.7461822), (55.9322374, 54.7462336), (55.9329483, 54.7463376), (55.9331428, 54.7463983), (55.9333359, 54.746461), (55.9336059, 54.7465706), (55.9337589, 54.7466577), (55.9337552, 54.746785), (55.9345985, 54.746816)]"
Малая Трактовая улица,"[(55.9327785, 54.7435725), (55.9320926, 54.743192), (55.9312925, 54.7426557), (55.9304685, 54.7420685), (55.9303721, 54.7419998), (55.9300215, 54.7416019), (55.9298672, 54.7415179), (55.9297209, 54.7414827), (55.9295636, 54.7414831), (55.9294136, 54.7414959), (55.9292586, 54.7415382)]"
Малая Трактовая улица,"[(55.9327785, 54.7435725), (55.9331827, 54.7437703), (55.9337224, 54.7439855), (55.9339123, 54.7441569), (55.9339402, 54.7442922), (55.9341797, 54.7444837), (55.9345186, 54.7446772), (55.9350391, 54.7448421), (55.9353093, 54.744958), (55.935468, 54.745202), (55.9356922, 54.7453949), (55.9363495, 54.7455885), (55.9385455, 54.7463643)]"
"['2-я Придорожная улица', 'Заливной переулок']","[(55.9239737, 54.7435508), (55.9239134, 54.7435012), (55.923705, 54.7432826), (55.922972, 54.7427785), (55.921996, 54.7419449), (55.9217924, 54.7416907), (55.9212587, 54.7410611), (55.9209066, 54.7407354), (55.9208534, 54.7407144), (55.9207976, 54.7407108), (55.9207288, 54.7407311), (55.91986, 54.741166)]"
Большая Шерстомойная улица,"[(55.9239737, 54.7435508), (55.9238885, 54.7435667), (55.9235717, 54.7436448), (55.9234177, 54.743684)]"
Большая Шерстомойная улица,"[(55.9239737, 54.7435508), (55.9251902, 54.7433175), (55.9260402, 54.7431414), (55.9264585, 54.7430509), (55.9266597, 54.7429987)]"
,"[(55.9062181, 54.7343606), (55.905558, 54.7349811)]"
Калужская улица,"[(55.9062181, 54.7343606), (55.9066453, 54.734874), (55.9068046, 54.7350556)]"
Калужская улица,"[(55.9062181, 54.7343606), (55.9058148, 54.7337596), (55.905213, 54.7333464), (55.904764, 54.7331059)]"
,"[(55.9062181, 54.7343606), (55.9065044, 54.7342742), (55.9079422, 54.7341202), (55.9081095, 54.7341199)]"
улица Саляма,"[(55.9032674, 54.7466172), (55.908432, 54.7476886)]"
,"[(55.9032674, 54.7466172), (55.9036933, 54.7458154)]"
улица Саляма,"[(55.9032674, 54.7466172), (55.9002957, 54.7459779), (55.8999223, 54.7458518)]"
улица Айвазовского,"[(55.9238085, 54.7387037), (55.9227906, 54.7393167), (55.9230794, 54.7395324)]"
Ленинградский переулок,"[(55.9025673, 54.7489378), (55.9068093, 54.7491886)]"
Астраханская улица,"[(55.9019468, 54.7406062), (55.9011763, 54.7406626)]"
Фанерная улица,"[(55.9019468, 54.7406062), (55.9024402, 54.7417474), (55.9025202, 54.7419671)]"
Астраханская улица,"[(55.9019468, 54.7406062), (55.902161, 54.7405714), (55.9026198, 54.7404393), (55.9030383, 54.7403018)]"
Ленинградская улица,"[(55.9091867, 54.7469407), (55.908432, 54.7476886)]"
"['Ленинградская улица', 'Смоленская улица']","[(55.9091867, 54.7469407), (55.9094167, 54.746764), (55.9099666, 54.7464312), (55.9098664, 54.7463429), (55.9096255, 54.7462339), (55.9085564, 54.7459368)]"
Инзерская улица,"[(55.9091867, 54.7469407), (55.9073155, 54.7465437), (55.9052782, 54.7461098), (55.9036933, 54.7458154)]"
Линейная улица,"[(55.9059224, 54.735656), (55.9064824, 54.7366784)]"
Малая Перевалочная улица,"[(55.9059224, 54.735656), (55.9052123, 54.7358022), (55.9045864, 54.7359495)]"
